CINC	JG05	k0	k4	sites
g9226	JG24_g7940	0.0445507746215836	0.3417952071667895	3296
g9227	JG24_g7941	0.1036933611019076	0.3332962158572863	1416
g9228	JG24_g7942	0.2241537606074656	0.4408399986765892	2121
g9229	JG24_g7943	0.0188689197271162	0.3360185418952203	252
g9231	JG24_g7946	0.0837717081727847	0.4045492471575352	1634
g9232	JG24_g7947	0.1335679987641317	0.4722149642083644	5082
g9233	JG24_g7948	0.2765411960515088	0.6569833295571378	5302
g9235	JG24_g7949	0.0315172423311359	0.3933933510931144	715
g9236	JG24_g7950	0.0232249380812923	0.20433148103008603	725
g9237	JG24_g7951	0.1785992105072325	0.6138926612825835	5641
g9238	JG24_g7952	0.0106763368664039	0.29897935727832337	422
g9239	JG24_g7953	0.0593079946322712	0.4466315332470219	1102
g9240	JG24_g7954	0.1911663899614156	0.5356580592767295	8855
g9241	JG24_g7955	0.0128837524013133	0.27814468419801663	830
g9242	JG24_g7956	0.080326091835262	0.35620311069219873	2730
g9243	JG24_g7958	0.1331176479766652	0.48204702655392095	1734
g9244	JG24_g7959	0.1402328182753699	0.46298182812633065	4544
g9245	JG24_g7960	0.1330073723821903	0.3978446624549309	5852
g9246	JG24_g7961	0.0249281106731677	0.19869874497955262	1710
g9247	JG24_g7962	0.4979697362259783	0.8778285174295241	3891
g9248	JG24_g7963	0.0719615111066097	0.37372207061329354	2905
g9249	JG24_g7964	0.292710183943632	0.6639473512096405	4479
g9250	JG24_g7965	0.1299831734657553	0.4213952152530829	9748
g9251	JG24_g7967	0.1044324260733466	0.4552951110411737	5762
g9252	JG24_g7970	0.0066852810329169	0.11866800391117062	874
g9254	JG24_g7971	0.006892638977247	0.2563648822108562	1790
g9255	JG24_g7972	0.0515182233288624	0.3154503991299489	3281
g9256	JG24_g7973	0.0713930344708421	0.28235817842618405	420
g9257	JG24_g7974	0.0970972526596173	0.40786765611075204	852
g9258	JG24_g7975	0.0664021161912325	0.33363963736778857	2177
g9259	JG24_g7976	0.0098685634331333	0.2238697414169974	1371
g9260	JG24_g7977	0.1152706222817536	0.44609856535494224	1120
g9261	JG24_g7978	0.0077320272441459	0.2245189515852124	401
g9262	JG24_g7979	0.2347610975944513	0.8020598504818854	1209
g9263	JG24_g7980	0.1714780081762033	0.5638060086194986	13188
g9264	JG24_g7981	0.0606124240445197	0.3505053838696889	612
g9266	JG24_g7982	0.1670557918776375	0.41405143672502986	642
g9267	JG24_g7983	0.0618482121599993	0.3137055498005591	2388
g9268	JG24_g7984	0.064900395051374	0.5431925506084465	1794
g9269	JG24_g7985	0.0482594142558464	0.2822526263888555	4093
g13102	JG24_g7998	0.0583627667676057	0.3461659310694059	2280
g13101	JG24_g7999	0.1252905634973746	0.4564423443989116	1135
g13100	JG24_g8000	0.0628640039123036	0.40249298878463613	1190
g13098	JG24_g8002	0.0838272754465583	0.3742976418010153	7850
g13097	JG24_g8003	0.0888442047778082	0.26252048966341257	1680
g13096	JG24_g8004	0.036592623127074	0.24208004419728826	1011
g13095	JG24_g8005	0.0589984642956841	0.27645263610300463	2598
g13094	JG24_g8006	0.1107822438798499	0.347594956589066	4299
g13093	JG24_g8007	0.0391832992781397	0.18848582121067953	1235
g13090	JG24_g8009	0.0133035818982854	0.11768849189536143	6409
g13089	JG24_g8012	0.0756561949301442	0.3904440747798237	8106
g13088	JG24_g8013	0.12273185742545	0.35081380373627447	3609
g13086	JG24_g8016	0.0362873106864645	0.19290800383364065	3781
g13085	JG24_g8018	0.165562688556277	0.3546797916777726	949
g13084	JG24_g8019	0.0885820947630676	0.3546797916777726	571
g13083	JG24_g8020	0.0891255059267688	0.3809578330433264	364
g13081	JG24_g8021	0.3268038384656831	0.5618067999143777	2236
g13080	JG24_g8022	0.0870035782853684	0.36928317617800094	4174
g13079	JG24_g8023	0.0342089552511662	0.30672580399452476	2409
g13078	JG24_g8024	0.2188543422267322	0.48720918132637947	1716
g13077	JG24_g8025	0.1147850070588061	0.3094598260300887	1396
g13076	JG24_g8026	0.200603076425153	0.4927445840548568	1569
g13075	JG24_g8027	0.0948889554121235	0.40096349776608076	2700
g13073	JG24_g8029	0.0988028137427687	0.470483942020731	1367
g13071	JG24_g8031	0.4412771253099747	0.8378485023265104	2190
g13070	JG24_g8032	0.055735943129755	0.26650554069419685	1718
g13067	JG24_g8033	0.1743344579823924	0.5223397265208336	474
g13066	JG24_g8034	0.1007019819550719	0.3699798812006397	3576
g13065	JG24_g8035	0.1744189126866087	0.33016780610500385	1530
g13060	JG24_g8036	0.2326161962278796	0.6284145196536428	1102
g13059	JG24_g8037	0.0744024213500249	0.2667245507702165	2703
g13057	JG24_g8039	0.2720237857522321	0.6002113668444702	8925
g13056	JG24_g8040	0.3187701950285635	0.733686454813676	1474
g13055	JG24_g8042	0.2120765002325182	0.49808729995498624	11187
g13054	JG24_g8044	0.189190112745203	0.39658358383050674	4775
g12933	JG24_g8047	0.1010034402636789	0.29883565158713843	1260
g13049	JG24_g8048	0.0951770295126987	0.3349673854512538	1113
g13048	JG24_g8049	0.094449780013731	0.37624744200298954	723
g13047	JG24_g8050	0.1430941467580975	0.4214455813474529	1653
g13046	JG24_g8051	0.0766327270801742	0.29095108402737574	1628
g13045	JG24_g8052	0.0454750955812716	0.2410442376268977	3579
g13044	JG24_g8053	0.0597634192296607	0.3099263662275722	1356
g13041	JG24_g8054	0.0376648177342698	0.3104818483320548	378
g13039	JG24_g8057	0.0596192716547379	0.19124317725766105	2806
g13038	JG24_g8058	0.1552606270382446	0.36577740475885245	1028
g13037	JG24_g8059	0.1091972307979497	0.420659408986646	1066
g13036	JG24_g8060	0.0388665114547591	0.27380900041091744	5456
g13035	JG24_g8061	0.0243264568148653	0.3205830111202047	560
g13034	JG24_g8062	0.1028045205801749	0.3403861417675877	1423
g13033	JG24_g8063	0.0395769549801135	0.3100749583180059	3393
g13032	JG24_g8064	0.1842958661791997	0.5354534626717643	728
g13030	JG24_g8066	0.2096886466643711	0.5487342440196223	889
g13029	JG24_g8068	0.1215592125172893	0.4449608881648199	634
g13028	JG24_g8069	0.1243927898685079	0.3320523771790469	395
g13027	JG24_g8070	0.0474033806408492	0.37232766473541823	866
g13026	JG24_g8071	0.0910206427532006	0.43106787345883896	776
g13025	JG24_g8072	0.0521364235536031	0.40026999306199873	1879
g13024	JG24_g8073	0.0807336052227313	0.5739420962365351	2506
g3544	JG24_g8074	0.1436711924424021	0.3879423855722107	1712
g3545	JG24_g8075	0.0179918672775169	0.2905360745061518	722
g3546	JG24_g8076	0.0758294651501945	0.4268208989174747	1089
g3548	JG24_g8077	0.0116507197216381	0.3706449177876364	534
g3552	JG24_g8083	0.0996781831326503	0.35383562478129027	12140
g3555	JG24_g8087	0.0880520297149264	0.37370721942222757	5096
g3556	JG24_g8088	0.060145634414922	0.3254391828944191	1442
g3557	JG24_g8089	0.1008917697455111	0.48340461112092636	927
g3570	JG24_g8091	0.0190486429542078	0.3084216096186858	485
g3569	JG24_g8092	0.016011281854153	0.21163580719607505	789
g3568	JG24_g8093	0.0283052459871352	0.25590238041734653	1060
g3567	JG24_g8094	0.078315944658254	0.35444452523660114	5263
g3566	JG24_g8095	0.0967597525045857	0.46795998473742206	2121
g3565	JG24_g8096	0.3126347240996455	0.5778453246454986	8009
g3572	JG24_g8101	0.0265749678737915	0.5198603854199589	579
g3573	JG24_g8102	0.1066298691076956	0.4199517104645978	5369
g3574	JG24_g8103	0.0169601939263724	0.30483593187755426	5808
g3576	JG24_g8104	0.0230787440000652	0.27579358509398805	340
g3577	JG24_g8105	0.0570089525865369	0.3461659310694059	1054
g3578	JG24_g8108	0.0108552647234055	0.32810087939575366	2596
g3579	JG24_g8109	0.1063456674342895	0.3186623954739496	539
g3580	JG24_g8110	0.0348900117261696	0.26766083118931505	1080
g3581	JG24_g8111	0.0936431396098083	0.3863381068856486	2235
g3582	JG24_g8112	0.2740485866334587	0.666121173114239	492
g3584	JG24_g8116	0.1179752165476158	0.37719033319415796	1155
g3586	JG24_g8118	0.0701445435081176	0.47542826024781326	336
g3587	JG24_g8119	0.0413185366846208	0.18059101147043896	901
g3588	JG24_g8120	0.0833811784430497	0.3927216371983142	3546
g3589	JG24_g8123	0.1360636843127659	0.5835250203646875	13171
g3590	JG24_g8124	0.150781547270597	0.6123590851966735	2412
g3591	JG24_g8125	0.5091568398409594	1.0124450377117622	757
g3594	JG24_g8126	0.0591986664707349	0.3579162446316069	5280
g3595	JG24_g8128	0.0620291900408466	0.3512290165616579	1880
g3597	JG24_g8129	0.0692678631043811	0.3814870082575463	1003
g3598	JG24_g8130	0.0152452427447256	0.198179009446381	1902
g3599	JG24_g8131	0.0203402296643954	0.16429017454701347	937
g3600	JG24_g8132	0.0352118310831778	0.2532893396818322	607
g3601	JG24_g8133	0.1049327410014707	0.34459051661759726	11316
g3602	JG24_g8134	0.0441645778628828	0.2306844501502828	693
g3603	JG24_g8135	0.0279535460979237	0.21576155433883568	494
g3604	JG24_g8136	0.0665817845032519	0.2544317411212715	1122
g3606	JG24_g8137	0.3617157802285146	0.6974464908647107	2501
g3607	JG24_g8140	0.1105397098040371	0.5173794039978	2368
g3608	JG24_g8141	0.0580560513091769	0.4456554245287812	535
g3609	JG24_g8142	0.1680205004709132	0.49387784181572364	4354
g4491	JG24_g8143	0.2818199652706865	0.8175489210672386	1201
g3616	JG24_g8144	0.0366194284667005	0.29873528021290446	2135
g3619	JG24_g8145	0.2199657252531244	0.5916312600922771	1733
g3620	JG24_g8146	0.1693507552777895	0.45082350715526864	1219
g3622	JG24_g8147	0.1099526056439065	0.3299932327179285	978
g14420	JG24_g8148	0.1744885253617346	0.6388941537860746	4141
g3624	JG24_g8150	0.0825006714107463	0.3137763847080541	401
g3625	JG24_g8151	0.0397443976053827	0.4408399986765892	228
g3626	JG24_g8152	0.0144235214459157	0.18691184371798863	1393
g3628	JG24_g8153	0.4081273635096806	0.6216235699091768	1482
g16101	JG24_g8154	0.4299250451190624	0.677663779572544	573
g3629	JG24_g8163	0.3248069383891169	0.49190683932203516	694
g3631	JG24_g8164	0.1066983176025238	0.4069996722162372	2010
g3632	JG24_g8165	0.1265918594119817	0.4765386593817723	8238
g3633	JG24_g8166	0.0269691977905828	0.22618873321557925	918
g3634	JG24_g8167	0.0306228747701451	0.23800221578437813	2593
g3635	JG24_g8168	0.0249114753210105	0.14088101251316443	1959
g3636	JG24_g8169	0.1299725425962971	0.34408024617200345	1673
g3637	JG24_g8170	0.0145736715965673	0.151776366554434	738
g3638	JG24_g8171	0.0327955557179599	0.20751477809212648	4938
g3639	JG24_g8172	0.0655178240153322	0.3612198518052963	796
g3641	JG24_g8173	0.0746619528825687	0.40635116374522184	1211
g3642	JG24_g8174	0.1198252086152706	0.5033762053808777	4163
g3643	JG24_g8175	0.2136278402396622	0.46221613127575034	2176
g3644	JG24_g8176	0.0388688008984395	0.4598283546648066	200
g3645	JG24_g8177	0.0854132964305445	0.2943535665346321	2323
g3646	JG24_g8178	0.0125631078186115	0.16369017451501344	1810
g3647	JG24_g8179	0.086843409887923	0.37455082127581885	8413
g3648	JG24_g8180	0.1261422556170632	0.4408399986765892	421
g3649	JG24_g8181	0.0113854178827619	0.2600862047100557	530
g3650	JG24_g8182	0.0079156407590176	0.36716116898902945	381
g3652	JG24_g8183	0.2763481137698969	0.48048337257492274	2826
g3655	JG24_g8186	0.0126212486236899	0.23706394832901595	1207
g3654	JG24_g8187	0.0331912567530305	0.35822066576729616	701
g3653	JG24_g8188	0.1703397747703869	0.6149906274966287	1315
g3656	JG24_g8190	0.1554143313117614	0.4082261647217853	1526
g3658	JG24_g8193	0.0451002907527023	0.3231946292298282	919
g3659	JG24_g8194	0.0159552196823611	0.1721808312333752	8728
g3657	JG24_g8195	0.442997497467528	0.7664310272915671	2627
g3660	JG24_g8196	0.1184201366005469	0.49864025393800016	1424
g3661	JG24_g8197	0.1099637282071385	0.4267990269704325	1849
g3662	JG24_g8198	0.1035432039643082	0.3104102287750866	1696
g3663	JG24_g8199	0.0835664468105279	0.37006059875531816	1484
g3664	JG24_g8200	0.0975693975957543	0.4640322893337332	1408
g3665	JG24_g8201	0.0049081110585925	0.15128406826964802	5192
g3666	JG24_g8202	0.0146550371035809	0.17385121054299324	2234
g3668	JG24_g8204	0.0329976491978641	0.2066082929387782	1937
g3669	JG24_g8205	0.0352465264450566	0.2506453946223277	8441
g3670	JG24_g8206	0.0120646033137182	0.22978065409795007	1118
g3671	JG24_g8207	0.0397144961307377	0.3129746743163753	3503
g3672	JG24_g8208	0.1182682558641064	0.5648329839956269	614
g3673	JG24_g8209	0.2432925330942836	0.5778291411461939	4371
g3675	JG24_g8210	0.1895936500679395	0.4972949161324651	4207
g3677	JG24_g8212	0.0352012048559959	0.2349115308427092	1116
g3678	JG24_g8213	0.027705485859212	0.26750620795404934	939
g3680	JG24_g8214	0.1260666397255634	0.43152310867767135	904
g3681	JG24_g8216	0.0284394261467202	0.14956199261494105	641
g3682	JG24_g8217	0.0261516192381179	0.15701267188640544	642
g3683	JG24_g8218	0.1361339673429244	0.38915108849296687	11805
g5212	JG24_g8219	0.3416627913808789	1.175423396843174	7966
g6019	JG24_g8221	0.0529915366954236	0.2892468606089886	986
g6020	JG24_g8222	0.0531195394264592	0.19543031527027716	890
g6021	JG24_g8223	0.1890368866285646	0.32472881542349846	1207
g6022	JG24_g8224	0.1265678439877453	0.34434969037369895	4473
g6023	JG24_g8227	-0.0	0.4581818117422298	248
g6024	JG24_g8228	0.0190812640093953	0.2944461881907221	1058
g6025	JG24_g8229	0.2826203474404765	0.5639225134741017	1033
g6026	JG24_g8230	0.1122592814388704	0.4421598406362085	2019
g6027	JG24_g8231	0.2345074731139032	0.5904148023329401	2906
g6028	JG24_g8232	0.0402781342288958	0.38120595148078906	386
g6029	JG24_g8235	0.0597281707487741	0.2410988502715694	3234
g6030	JG24_g8236	0.0408143272812245	0.22219936210737928	861
g6031	JG24_g8237	0.0343899783720916	0.2995943130359644	731
g6032	JG24_g8238	0.0203230046686291	0.13380574310461368	1188
g6033	JG24_g8239	0.0038119522975993	0.061258523260700345	402
g6035	JG24_g8246	0.0131163915257634	0.13957670972539546	1275
g6036	JG24_g8247	0.3799209187346498	0.6028595613355987	1620
g6037	JG24_g8248	0.0318661680691161	0.30624475529189754	925
g6038	JG24_g8249	0.0291819263908716	0.19170471027183528	2659
g6039	JG24_g8250	0.0165942302431337	0.15662262247135594	2781
g6040	JG24_g8251	0.0074720418777555	0.028305245987135227	408
g6041	JG24_g8253	0.2269077135372726	0.5774288974663349	5099
g14345	JG24_g8254	0.0866137983890698	0.3854058049615119	1544
g14346	JG24_g8255	0.0943491531629039	0.5618646423900642	1582
g14347	JG24_g8256	0.2097242001130623	0.483542345844237	2121
g14348	JG24_g8257	0.2341452487452658	0.5340692001017959	3033
g14349	JG24_g8258	0.0078844352918152	0.2742935845939877	390
g14351	JG24_g8259	0.2537178142052037	0.47830247771151274	2272
g14352	JG24_g8260	0.1618251892106748	0.5263651963600305	842
g14356	JG24_g8267	0.236533180611672	0.6203745475025886	7330
g14357	JG24_g8268	0.0160433924859881	0.5570943082868329	660
g14358	JG24_g8269	0.0940810456102981	0.3535322347932807	2024
g14359	JG24_g8270	0.1516436395048066	0.43454122140246537	2976
g14360	JG24_g8272	0.0221146242408476	0.2641879376570399	1272
g14361	JG24_g8273	0.1270333992932632	0.41694719321812435	4665
g14362	JG24_g8274	0.0341711631818479	0.18799109823759608	2153
g14363	JG24_g8275	0.0259766224970672	0.4226020179385595	342
g14364	JG24_g8276	0.3222419509262753	0.6707740284338921	2429
g14365	JG24_g8277	0.2018464984170249	0.48235256998896303	548
g14366	JG24_g8279	0.2438457895685148	0.5648047061183495	5051
g14367	JG24_g8280	0.0274068955775556	0.3404116556599045	1081
g14368	JG24_g8281	0.0613420747563585	0.19653958987652903	1152
g14369	JG24_g8282	0.1055027854923813	0.5054829483391687	847
g14370	JG24_g8283	0.0642897489691987	0.31094819375357763	1600
g14371	JG24_g8284	0.1407920529551971	0.47161713427038976	7084
g14372	JG24_g8285	0.0755531106127886	0.3556637363431698	3482
g14373	JG24_g8286	0.1772915835481728	0.4959106000927021	526
g14374	JG24_g8287	0.023485284799612	0.3005358790121749	1060
g8742	JG24_g8288	0.138113537603273	0.4503183931232051	10094
g6408	JG24_g8289	0.2368711914874967	0.5732118955684077	3581
g8743	JG24_g8290	0.0070755241750189	0.1269074412409346	1277
g8745	JG24_g8291	0.1153346650908525	0.527037473682072	689
g8746	JG24_g8292	0.1765852804772632	0.42475210372811845	4714
g8747	JG24_g8293	0.2099500308524516	0.4255260195182972	5103
g8748	JG24_g8294	0.1306435730330282	0.4531859564671431	619
g8749	JG24_g8295	0.0842766836071345	0.3611348852253936	2821
g8752	JG24_g8296	0.0380043491708651	0.18992536100003227	2784
g8753	JG24_g8297	0.1081731436499946	0.41823691422253645	3724
g8754	JG24_g8298	0.0415673652610587	0.2172364810678664	2404
g8755	JG24_g8299	0.0425159522224294	0.3881868046716528	1147
g8756	JG24_g8300	0.2903918537903245	0.789862435943514	4593
g12884	JG24_g8301	0.3091028210498051	0.5028483151602454	2476
g8758	JG24_g8303	0.0763003567725787	0.3173062644100002	10056
g14003	JG24_g8304	0.0697372814676977	0.16546611141112497	2819
g14002	JG24_g8305	0.1252905634973746	0.33632335799370583	1365
g14001	JG24_g8307	0.1918607502028188	0.4120518164203529	2258
g13986	JG24_g8309	0.9419575494830982	1.79962724263985	3183
g11460	JG24_g8310	0.3368771567571703	0.6244437847481311	956
g11461	JG24_g8311	0.0684625513252421	0.32361026043705005	1421
g122	JG24_g8313	0.0636187099185655	0.29325526869970076	956
g119	JG24_g8316	-0.0	0.1269513259120316	895
g118	JG24_g8317	0.1626832765349742	0.3437792782551572	1651
g117	JG24_g8318	0.0720721593338734	0.34676849116782754	3787
g116	JG24_g8319	0.0389478023205381	0.24479743847435342	916
g13361	JG24_g8320	0.1660290537493707	0.5752770169943277	1145
g114	JG24_g8321	0.0032538011989485	0.29897935727832337	457
g113	JG24_g8322	0.0949560300692169	0.4225184769128677	2637
g111	JG24_g8323	0.0725472198439133	0.2629342902220456	1426
g105	JG24_g8324	0.0563267284061271	0.8848033751103586	396
g104	JG24_g8325	0.043281238215485	0.2630551563141884	1650
g103	JG24_g8326	0.0246125449512211	0.17125533366105156	1257
g102	JG24_g8327	0.0335763086421627	0.25412304621037946	1502
g101	JG24_g8328	0.1346891827313099	0.46120982493935275	897
g98	JG24_g8329	0.0311247981800645	0.28148405245310765	1024
g97	JG24_g8330	0.2930458022599187	0.6132824274012806	3042
g14434	JG24_g8331	0.131206087122249	0.4836214524668532	522
g96	JG24_g8333	0.1033969154296047	0.26519067663036067	1846
g95	JG24_g8334	0.0819723163342986	0.475349717992008	1616
g93	JG24_g8335	0.1902194249874638	0.4951303067621018	4569
g91	JG24_g8336	0.1701702593013787	0.405508940186754	3238
g90	JG24_g8338	0.1273526624359052	0.3383067145201624	2825
g89	JG24_g8339	0.2673880884168336	0.6005475369875743	2837
g87	JG24_g8340	0.0265337199511462	0.158167321870705	3076
g83	JG24_g8342	0.0273005572903428	0.31811793084023765	570
g82	JG24_g8343	0.0244705656009047	0.3322764500790967	1731
g81	JG24_g8344	0.089613415500001	0.3514486107277505	2166
g80	JG24_g8345	0.0074028978576271	0.15739328595191998	827
g79	JG24_g8346	0.0463741196548711	0.386061840530188	2018
g78	JG24_g8347	0.0137521483414535	0.2132405435618071	1445
g77	JG24_g8348	0.0426761816386944	0.37337882117938453	688
g72	JG24_g8349	0.0587904821372396	0.30801313745277425	8109
g71	JG24_g8350	0.0701088110467939	0.5298510184017046	2314
g67	JG24_g8353	0.1385219361408125	0.3962544046940243	2771
g64	JG24_g8355	0.3035915601791338	0.6392970079564506	2205
g63	JG24_g8356	0.0412418349718331	0.33936388969596853	1888
g62	JG24_g8357	0.1146763080739758	0.34696764146108483	732
g61	JG24_g8358	0.0527690107059347	0.25640550399497486	967
g60	JG24_g8359	0.1490030210966131	0.5778724849783785	867
g1002	JG24_g8362	0.3216093540788667	0.952652432337733	1300
g59	JG24_g8363	0.0184284455478789	0.14886393258956132	1250
g58	JG24_g8364	0.0526238253408454	0.353725900521698	12419
g57	JG24_g8365	0.0031965951427064	0.16429017454701347	939
g56	JG24_g8366	0.0385864213770315	0.16853783682123014	708
g54	JG24_g8367	-0.0	0.24208004419728826	390
g53	JG24_g8368	0.0205774224203663	0.14329142757203192	1107
g51	JG24_g8374	0.2605100649508419	0.5083577458683577	7130
g50	JG24_g8375	0.1569391148305902	0.40469580605614797	3960
g49	JG24_g8382	0.0567975243941924	0.3504273564039507	3795
g48	JG24_g8384	0.1156848276257628	0.35600389534821564	4480
g47	JG24_g8385	0.0401835228712025	0.20333779168281432	2989
g46	JG24_g8386	0.0385689088555778	0.1763398067706941	625
g44	JG24_g8387	0.0195132957959661	0.20497000124976095	933
g43	JG24_g8388	0.019943011310384	0.2403539214560788	1241
g42	JG24_g8389	0.1772915835481728	0.458967769372449	615
g32	JG24_g8390	0.1631026879482073	0.4783478141075851	784
g41	JG24_g8391	0.0606713624791452	0.28427388828000666	1021
g40	JG24_g8392	0.0268539670270347	0.25495233248916144	1900
g39	JG24_g8393	0.2157615543388356	0.5033762053808777	1303
g38	JG24_g8394	0.013175821002815	0.11902048575128708	2700
g37	JG24_g8395	0.1732258848163039	0.24976796800672274	851
g36	JG24_g8396	0.1066238235713724	0.40866348251843215	751
g35	JG24_g8397	0.259282633204612	0.4736065199283376	604
g34	JG24_g8398	0.1695698625389911	0.35250272193430165	730
g33	JG24_g8399	0.2904693806463891	0.6131869194580744	5796
g31	JG24_g8401	0.1515931380676007	0.48075687946562196	3360
g30	JG24_g8402	0.217224969437282	0.46427940630466746	349
g29	JG24_g8403	0.1432275957475735	0.4215256265997781	2622
g27	JG24_g8404	0.0557285442903862	0.4037627228670606	1191
g26	JG24_g8405	0.0338012140512796	0.19769969630661285	1827
g20	JG24_g8406	0.1157726692643409	0.27247178035580644	1202
g24	JG24_g8407	0.3163593209570635	0.7694798287711035	2385
g17	JG24_g8408	0.0466536933313892	0.34370676675900713	1266
g16	JG24_g8409	0.069052946378719	0.26670506847961756	1892
g15	JG24_g8411	0.1586587244281295	0.40783075551480014	4628
g7108	JG24_g8415	0.087695089974911	0.27289433045677547	2888
g7101	JG24_g8417	0.2518294267011058	0.6654773962506771	1171
g7105	JG24_g8418	0.2423618666524597	0.49092278589059146	1515
g9485	JG24_g8419	0.0252206902740078	0.19561515246045508	6365
g9484	JG24_g8420	0.0467502988397932	0.3770278137814813	4708
g9482	JG24_g8422	0.2435950555737411	0.5902244518332002	6634
g9481	JG24_g8423	0.053281337543487	0.24106515906272324	2118
g9480	JG24_g8424	0.0737886644005947	0.3374888423072927	3474
g9477	JG24_g8426	0.1796264849756659	0.41840585242383044	10833
g9476	JG24_g8430	0.3101847559246142	0.7072647356429625	5100
g9475	JG24_g8431	0.0272326680424448	0.18549479032721294	1329
g9472	JG24_g8434	0.1629691196593092	0.46984185454595473	1093
g9471	JG24_g8435	0.0623195689211528	0.3093992064984426	935
g9470	JG24_g8436	0.0766995772810729	0.34193676668118866	1872
g9468	JG24_g8437	0.4562114433865855	0.7268851468458958	1397
g9467	JG24_g8438	0.0546523955085738	0.3937040709318414	1052
g9466	JG24_g8439	0.0427379089048058	0.2864509580234777	524
g9465	JG24_g8440	0.2632998032093421	0.6354733952904027	2945
g9464	JG24_g8441	0.1093706237725372	0.4002895827238825	1046
g9460	JG24_g8444	0.0693771592374787	0.3558720719159474	7953
g9461	JG24_g8445	0.037427826614942	0.24680772655129202	18279
g9459	JG24_g8446	0.0144932046198021	0.22420685795262063	1611
g9458	JG24_g8447	0.053834761795598	0.3196703246674451	1302
g9457	JG24_g8448	0.1271828840359751	0.46965192211484075	2165
g9456	JG24_g8449	0.1006497138822963	0.7798288414838823	778
g9455	JG24_g8450	0.0592837465859466	0.32873872822151373	1229
g9454	JG24_g8451	0.0086331888496052	0.07367882968755991	355
g9453	JG24_g8452	0.0809835698431485	0.4020382428771976	3020
g9452	JG24_g8453	0.0998916511622324	0.45371585139336335	644
g9451	JG24_g8455	0.275793585093988	0.6111330866530988	1249
g9450	JG24_g8456	0.0506775441157712	0.19526552839397332	3631
g9449	JG24_g8457	0.0085645302623045	0.09506377922935792	1256
g9448	JG24_g8458	0.1268524132912971	0.35094724263495475	2722
g9447	JG24_g8459	0.0796352576549243	0.2911897344202823	2814
g9446	JG24_g8460	0.1596588012266375	0.3475298603779672	4387
g9444	JG24_g8461	0.0012417221379458	0.07087901309027833	1217
g9443	JG24_g8462	0.0396568140359608	0.43589764141729764	710
g9442	JG24_g8463	0.0332715844902749	0.4220890220225264	1529
g9441	JG24_g8464	0.0933172128526305	0.5345778388080634	4123
g9440	JG24_g8465	0.0800091805583134	0.4189156241128042	3857
g9439	JG24_g8466	0.0232396594306843	0.4505803953216977	654
g9438	JG24_g8467	0.0600787437195721	0.3720004158028756	2695
g9435	JG24_g8468	0.0957821436239352	0.5678219288701641	565
g9434	JG24_g8469	0.1056011636818256	0.3103960972958031	1292
g9433	JG24_g8470	0.0056391243105205	0.06189076776600261	533
g9432	JG24_g8471	0.0160903294574735	0.19089739885116036	1016
g9431	JG24_g8472	0.0458561841836975	0.3648256279813735	1795
g9430	JG24_g8474	0.3062125008690047	0.45034884237141737	782
g14812	JG24_g8477	0.0244082718777153	0.424126215084513	1563
g14810	JG24_g8478	0.0371166033277044	0.40455620816660304	2971
g11312	JG24_g8479	0.1502210667060746	0.4861781034233672	3370
g11313	JG24_g8480	0.1491533417812424	0.6065402029241443	1036
g14807	JG24_g8481	0.0626467698393889	0.3421577303350498	3339
g14806	JG24_g8482	0.1418144676618725	0.345611402393497	1910
g14804	JG24_g8484	0.0948176220147418	0.2305760725625794	1164
g14803	JG24_g8486	0.0531195394264592	0.244066800325971	540
g14802	JG24_g8487	0.0089021816665378	0.09316775375474216	1692
g14801	JG24_g8488	0.0307183964667395	0.2326161962278796	2090
g14799	JG24_g8491	0.1838264401092876	0.3911838116566895	4391
g14798	JG24_g8492	0.0516491669513885	0.28438966773324303	847
g14797	JG24_g8493	0.1184723347214356	0.4149194923774888	1349
g14796	JG24_g8494	0.0848246686148701	0.27223808484899775	2423
g14794	JG24_g8495	0.1272272979499791	0.2990483069451152	1478
g14793	JG24_g8496	0.0378748820628889	0.2813007231928449	1644
g14791	JG24_g8499	0.0517446536152135	0.311791206206515	517
g14790	JG24_g8500	0.0439042670866361	0.1410391736272047	718
g14789	JG24_g8501	0.123907437240925	0.47569423734701766	2429
g14788	JG24_g8502	0.0828427466732328	0.25093372249585666	1030
g14778	JG24_g8503	0.1034338523152479	0.412660707849713	1629
g14779	JG24_g8504	0.2281585308022437	0.48754769581772506	859
g14781	JG24_g8505	0.1476745670953896	0.3536511417146334	1307
g14782	JG24_g8506	0.0635643824849262	0.2941836725100223	1255
g14783	JG24_g8509	0.0776697807842575	0.41083599771631496	991
g14772	JG24_g8511	0.1403306453324218	0.4347175156972185	2307
g14771	JG24_g8512	0.0455312199916142	0.3580789557999401	759
g14770	JG24_g8514	0.0143202441116847	0.11822170815268737	642
g14769	JG24_g8515	0.0154145179225647	0.1861124015084573	3494
g14768	JG24_g8517	0.1194763473610049	0.3174920441311282	2280
g14767	JG24_g8518	0.0788059171965837	0.32641652117287173	3228
g14766	JG24_g8519	0.0532107560279932	0.2358699974268282	1833
g2533	JG24_g8520	0.1055691916466941	0.3624879258014117	1300
g14765	JG24_g8521	0.0889832969067357	0.32002299616045404	2449
g14764	JG24_g8522	0.0448522230036255	0.2228955255236997	1100
g14763	JG24_g8523	0.1467168731246305	0.3964921062564723	2729
