CREN	CSCH	k0	k4	sites
Cre01.g013769	g9955	0.0481817015462651	0.6445369497017067	474.0
Cre01.g013800	g9956	0.1033268080915293	0.5229840883944221	1980.0
Cre01.g013801	g9957	0.0639900650469289	0.4115271261894492	1400.0
Cre01.g013850	g9958	0.1593635897692715	0.805958352426425	1233.0
Cre01.g014000	g9960	0.0471359277447477	0.361689188491451	591.0
Cre01.g014050	g9961	0.0344888349313675	0.31745229955625337	1205.0
Cre01.g014100	g9962	0.1211949901799912	0.466101453966673	1483.0
Cre01.g014150	g9963	0.0621044277631744	0.38885791562869576	1668.0
Cre01.g014250	g9965	0.3029773954348245	0.6540877848014911	3693.0
Cre01.g014300	g9967	0.1398510545668523	0.7189688217755368	3613.0
Cre01.g014350	g9968	0.0158736083940324	0.25235417746590966	582.0
Cre01.g014400	g9969	0.1043066522308764	0.697033774972142	1244.0
Cre01.g014450	g9970	0.1840587039653854	0.830230156044595	5483.0
Cre01.g014500	g9971	0.1955904871887444	0.7430182141114573	3213.0
Cre01.g014650	g9975	0.045276267792696	0.6816418150399779	851.0
Cre01.g014700	g9976	0.1739161062772208	0.5462386005422297	1545.0
Cre01.g014800	g9980	0.0683065619163606	0.465800705000712	2886.0
Cre01.g014850	g9981	0.0671374481299252	0.4279086438507096	1005.0
Cre01.g014900	g9982	0.041833899218095	0.44403829776643255	998.0
Cre01.g015000	g9983	0.0122309058851407	0.3583393272658429	869.0
Cre01.g015050	g9984	0.145527152806289	0.7058999479756354	6491.0
Cre01.g015103	g9986	0.2320352048681277	0.7424994583079614	12307.0
Cre01.g015150	g9987	0.1858496146300962	0.7054868817796466	1756.0
Cre01.g015200	g9988	0.2391565325424172	0.7600908602458523	3803.0
Cre01.g015250	g9989	0.0195373182127576	0.23167146299006644	3216.0
Cre01.g015300	g9990	0.1354291844848797	0.5334013751038215	2319.0
Cre01.g015350	g9991	0.0235621471750341	0.17140079996181468	1182.0
Cre01.g015400	g9993	0.0987552239271208	0.45883186595410635	1801.0
Cre01.g015451	g9995	0.3213917237282145	0.7359531387043404	3249.0
Cre01.g015500	g9996	0.102504679491956	0.5773798510111499	754.0
Cre01.g015550	g9997	0.1551739268474076	0.44341953690302127	1082.0
Cre01.g015600	g9998	0.042287512523932	0.18384184352473873	8064.0
Cre01.g015650	g9999	0.0450416752508261	0.556453008547033	566.0
Cre01.g015700	g10002	0.1008712039108454	0.24132456692363807	699.0
Cre01.g015750	g10003	0.0684513855847114	0.46258065133152837	823.0
Cre01.g015850	g10004	0.0791221437477995	0.4408399986765892	825.0
Cre01.g015950	g10005	0.0358214148328994	0.2436797035431842	750.0
Cre01.g016001	g10007	0.477801564993853	0.7673997636657923	1716.0
Cre01.g016050	g10008	0.0093676332179517	0.13973084359634222	6923.0
Cre01.g016100	g16323	0.0829991759156395	0.4917069459306602	1279.0
Cre01.g016150	g10011	0.0376123377641036	0.32125332733061696	1093.0
Cre01.g016200	g10013	0.2747162263384481	0.7046965643922588	2712.0
Cre01.g016300	g10014	0.046026709782219	0.31811793084023765	893.0
Cre01.g016350	g10015	0.2580953328489733	0.7247582400677692	889.0
Cre01.g016450	g10017	0.2357370210608126	0.6247970584239986	2850.0
Cre01.g016514	g10018	0.0320333385697873	0.2044831463154303	1723.0
Cre01.g016528	g10019	0.0645673521569479	0.279675079072504	1480.0
Cre01.g016556	g10020	0.0053860195564985	0.23657921733783366	844.0
Cre01.g016570	g10021	0.0852315377456894	0.4161971248082579	4156.0
Cre01.g016600	g10025	0.0436169401178055	0.24012564569720196	725.0
Cre01.g016700	g8771	0.5186613443971864	1.181213802272198	957.0
Cre01.g016800	g10026	0.1888066768305464	0.6399014524336113	2103.0
Cre01.g016850	g10027	0.0392246245521366	0.5347123558920936	237.0
Cre01.g016900	g10028	0.0468902677360004	0.27579358509398805	475.0
Cre01.g016950	g10029	0.1206204036749427	0.36181961193321943	1098.0
Cre01.g017050	g10030	0.0539801247188169	0.2770501298905264	868.0
Cre01.g017100	g10031	0.1201742289356108	0.44199919519792463	2462.0
Cre01.g017200	g10032	0.0520051758201141	0.4894060692255017	1938.0
Cre01.g017250	g10033	0.0999628779245548	0.4371680207174341	859.0
Cre01.g017300	g10034	0.0244586891915706	0.1841253438116147	552.0
Cre01.g017350	g10035	0.0908655719369756	0.5285310022207659	1625.0
Cre01.g017400	g10036	0.0606199165457748	0.40958547637616316	1672.0
Cre01.g017450	g10037	0.0559312205547509	0.4221765161896811	2125.0
Cre01.g017500	g10038	0.0310194586354263	0.4684929005328349	1132.0
Cre01.g017650	g10040	0.1220963508326994	0.618131582224762	663.0
Cre01.g017951	g10039	0.1297525528609074	0.5689256673257229	2234.0
Cre01.g018000	g10042	-0.0	0.43106787345883896	375.0
Cre01.g018050	g10043	0.0220405665966753	0.2503685042923082	3573.0
Cre01.g018075	g10044	0.1342536031259705	0.8169498196874041	934.0
Cre01.g018100	g10045	0.0953189728954558	0.6288096464326207	1105.0
Cre01.g018150	g10046	0.1687383903501618	0.8063113434434367	909.0
Cre01.g018200	g10048	0.1472372318107991	0.7469898594594225	7999.0
Cre01.g018350	g10049	0.0828918465095843	0.4462649771217294	2009.0
Cre01.g018400	g10050	0.076429710592304	0.48310470108993797	1346.0
Cre01.g018450	g10051	0.0993759060978036	0.536596253059012	1423.0
Cre01.g018500	g10052	0.2708280178581588	0.7153885118930179	1485.0
Cre01.g018550	g10053	0.1054172347542589	0.42830006976826185	6108.0
Cre01.g018600	g10054	0.060377414136803	0.5326812104394341	560.0
Cre01.g018650	g10055	0.1005408787602859	0.5930159488841846	5127.0
Cre01.g018700	g10057	0.0785253223670276	0.5903820976561661	1941.0
Cre01.g018750	g10058	0.1050340842090883	0.4901296582830759	5340.0
Cre01.g018800	g10059	0.0200217228473918	0.197344191906938	1013.0
Cre01.g018850	g10060	0.1357814745662471	0.3476313583185596	1242.0
Cre01.g018900	g10061	0.1592843885452885	0.46605245677582796	2393.0
Cre01.g018950	g10062	0.034141562024025	0.2684225183917911	1150.0
Cre01.g019000	g10063	0.1502868832665872	0.740539990168414	395.0
Cre01.g019051	g10064	0.3476466817971942	0.7691175178793603	2451.0
Cre01.g019100	g10065	0.0276347050394746	0.3205830111202047	807.0
Cre01.g019150	g10066	0.0427109256142057	0.3280795595555088	2200.0
Cre01.g019200	g10067	0.0752553299133152	0.38140296993598377	1913.0
Cre01.g019250	g10068	0.0237800633445633	0.25005884285108004	1132.0
Cre01.g019300	g10069	0.2168352839424141	0.7048067946819037	11476.0
Cre01.g019400	g8268	0.2049207417837159	0.2326161962278796	219.0
Cre01.g019450	g10070	0.0845966206090083	0.7224532055987607	442.0
Cre01.g019500	g10071	0.0889491292323722	0.5026790173223066	1713.0
Cre01.g019550	g10073	0.210489124892642	0.6538792269774909	3105.0
Cre01.g019600	g10074	0.0484821421965641	0.38063577184675096	655.0
Cre01.g019650	g10075	0.11552554121328	0.5429391294200242	2239.0
Cre01.g019700	g10076	0.9234197927206538	2.600893077870863	4341.0
Cre01.g019750	g10077	0.0338345427926586	0.26311595151545375	2033.0
Cre01.g019850	g10078	0.0431986870621526	0.25123142276521476	2684.0
Cre01.g019900	g10080	0.1333007945902864	0.6144217642732679	2154.0
Cre01.g019950	g10081	0.0680243625516109	0.5486485676761954	1210.0
Cre01.g020000	g10082	0.3118861888219452	0.681253802762745	2771.0
Cre01.g020050	g10083	0.0426078046352009	0.47094437436934755	2716.0
Cre01.g020100	g10084	0.2843581900281099	0.7163330427928027	8477.0
Cre01.g020182	g10085	0.2413400425675543	0.8077947977117816	2152.0
Cre01.g020223	g10086	0.2092865018826183	0.6741120760131682	1930.0
Cre01.g020264	g10087	0.1262642283225511	0.5851189181621812	2035.0
Cre01.g020305	g10089	0.033952048793321	0.40866348251843215	360.0
Cre01.g020350	g10090	0.0259541468831067	0.2767124213498002	601.0
Cre01.g020400	g10091	0.0251955167473745	0.25080539013183245	1520.0
Cre01.g020450	g10092	0.0431773888661083	0.1584818202504052	223.0
Cre01.g020500	g10093	0.22167707796371	0.6151744566589816	320.0
Cre01.g020650	g10105	0.1241808366381098	0.5145600100026397	3574.0
Cre01.g020701	g10104	0.0734853062701528	0.6671403681071628	448.0
Cre01.g020850	g10103	0.1751089701489405	0.39809139023614315	7204.0
Cre01.g020950	g10101	0.047206589967598	0.37102218137708015	1176.0
Cre01.g021050	g10098	0.0419689902360333	0.32952499483788433	572.0
Cre01.g021100	g10096	0.1759567279985731	0.4686209524368512	5458.0
Cre01.g021150	g10095	0.0791072878500077	0.34147311139203	1481.0
Cre01.g021200	g3312	0.1363671960095575	0.523716435045273	1245.0
Cre01.g021251	g3313	0.0274142193814809	0.27234133504001734	1514.0
Cre01.g021300	g3314	0.0597926053740288	0.48169167994766693	673.0
Cre01.g021350	g3315	0.0610092295904643	0.43355838808136854	394.0
Cre01.g021400	g3316	0.0569704344758263	0.5902685215220809	1621.0
Cre01.g021450	g3317	0.0637420444542516	0.3052607213212454	3243.0
Cre01.g021500	g3318	0.0496165762616087	0.3182692931010944	2172.0
Cre01.g021600	g3319	0.0237240903757497	0.2842037653310519	1809.0
Cre01.g021650	g3320	0.0506595316511448	0.2969217428190102	945.0
Cre01.g021700	g3321	0.2182310988815675	0.6212250902529173	5445.0
Cre01.g021750	g3322	0.060872555330405	0.3417952071667895	783.0
Cre01.g021850	g3323	0.2523297459068484	0.5175275686091647	6385.0
Cre01.g021900	g3324	0.2948476124626598	0.7102095616263849	1741.0
Cre01.g021950	g3325	0.074595123034019	0.3644910938089651	21702.0
Cre01.g022000	g6330	0.0683998985912864	0.5006215144820206	2140.0
Cre01.g022050	g6329	0.4433234446543314	0.37337882117938453	372.0
Cre01.g022100	g6328	0.2143220899010092	0.6357633063879436	4966.0
Cre01.g022150	g6327	0.1032160334070357	0.46427940630466746	2140.0
Cre01.g022200	g6326	0.0650737809245618	0.33632335799370583	546.0
Cre01.g022250	g6325	0.0677042893307758	0.2728099909056541	1107.0
Cre01.g022283	g6324	0.2317254597811375	0.8565730504558863	475.0
Cre01.g022350	g6322	0.0935618239218996	0.3900448509582696	4164.0
Cre01.g022450	g6321	0.3697426707930327	0.7668664448964817	829.0
Cre01.g022500	g6320	0.1290607582638585	0.39090475486541365	2422.0
Cre01.g022550	g6319	0.1134792957712702	0.4408399986765892	1661.0
Cre01.g022600	g6318	0.0523357478268158	0.260876996453646	1712.0
Cre01.g022650	g6317	0.0413996620159617	0.4378309675591186	1080.0
Cre01.g022681	g6316	0.4140514367250298	0.5958006856988387	439.0
Cre01.g022700	g6314	0.2990035522901205	0.8832005249900551	2617.0
Cre01.g022750	g6313	0.1363595852926533	0.45836054807719373	7343.0
Cre01.g022800	g6312	0.3461135488420924	0.7606098914084354	1279.0
Cre01.g022850	g6311	0.1543495783921779	0.7901420128536992	5486.0
Cre01.g023000	g6307	0.1305505708117972	0.4285278206755929	1739.0
Cre01.g023050	g6306	0.0634819823655594	0.4892438895297678	711.0
Cre01.g023100	g6305	0.0341653175218851	0.2888440679032812	770.0
Cre01.g023150	g6304	0.0267508412856559	0.2214464759809125	2217.0
Cre01.g023200	g6303	0.1604672615157854	0.45436911411884795	918.0
Cre01.g023250	g4601	0.0582009345176637	0.4082261647217853	1512.0
Cre01.g023300	g6301	0.065961767674195	0.42320509365705283	1196.0
Cre01.g023350	g6299	0.0396159499968004	0.26166547047078653	1871.0
Cre01.g023400	g6298	0.0347045342480089	0.2719050475433478	1624.0
Cre01.g023450	g6297	0.4352620368018822	0.9995884983411548	2994.0
Cre01.g023550	g6296	0.0734636661406952	0.3687715025775674	4883.0
Cre01.g023600	g6295	0.1875686703779521	0.5059453294981483	1482.0
Cre01.g023650	g6292	0.2774537960652234	0.6876015825370887	5378.0
Cre01.g023750	g6289	0.1066223977985324	0.4971830725830053	5149.0
Cre01.g023773	g6288	0.1551905368554918	0.7503708245321898	491.0
Cre01.g023787	g6287	0.0259367731036138	0.26013433022140575	1866.0
Cre01.g023800	g6286	0.3937210956375275	1.1262659320341695	5604.0
Cre01.g023850	g6285	0.1959896356814012	0.887080560742365	879.0
Cre01.g023950	g6284	0.4311681178643957	0.8261980241336724	3153.0
Cre01.g024050	g6281	0.0573387125809706	0.2879691771654007	732.0
Cre01.g024100	g6280	0.0368520040738059	0.4022285318002316	1112.0
Cre01.g024150	g6279	0.0342427517530463	0.3454736170626544	1066.0
Cre01.g024200	g6278	0.0449192652423121	0.3477352976181752	1078.0
Cre01.g024250	g6277	0.1459676255816222	0.4675851339757524	5495.0
Cre01.g024251	g6276	0.0927795404696291	0.5547503971461286	2385.0
Cre01.g024300	g6275	0.0424036678623036	0.4692794248233094	1617.0
Cre01.g024350	g6274	0.0169116522649598	0.29897935727832337	1779.0
Cre01.g024400	g6273	0.0512472511431301	0.39605057265037263	5034.0
Cre01.g024500	g6272	0.1201279575178733	0.5909144182185353	8069.0
Cre01.g024550	g6271	0.0698896271470876	0.7442754064504118	1572.0
Cre01.g024650	g6270	0.0994608190187942	0.6316370697903249	7708.0
Cre01.g024750	g6269	0.1265963869724089	0.6292973439209808	7333.0
Cre01.g024800	g6268	0.1322759584677092	0.652144310333514	7528.0
Cre01.g024850	g6266	0.0953663816139349	1.0851892372022438	404.0
Cre01.g024900	g6265	0.1923221467107573	0.736861463119671	2460.0
Cre01.g024950	g6264	0.0391841683863824	0.4867058160415872	2325.0
Cre01.g025000	g6263	0.0873405988547472	0.6860721357720764	1143.0
Cre01.g025050	g6262	0.0607390577122433	0.5800743887588015	2221.0
Cre01.g025100	g6261	0.0536181800555432	0.5617039051412706	1186.0
Cre01.g025150	g6260	0.0625969329907066	0.43308799167859285	1093.0
Cre01.g025200	g6259	0.0975994291057427	0.6254398008307706	1585.0
Cre01.g025250	g6258	0.0543153502194141	0.4465488749563118	1037.0
Cre01.g025300	g6257	0.0761418860884523	0.5227175317324597	1156.0
Cre01.g025350	g6256	0.0441709968013187	0.30409883108112323	559.0
Cre01.g025400	g6255	0.0331003445383262	0.27084892702262986	14558.0
Cre01.g025450	g6254	0.0160219711060213	0.3908214678025852	1167.0
Cre01.g025500	g6253	0.0593818517604166	0.47870292775058343	1765.0
Cre01.g025551	g6252	0.2474134117692142	0.5952429315630166	5596.0
Cre01.g025600	g6251	0.0919298715355678	0.4272495928416933	1518.0
Cre01.g025700	g6250	0.2040906117356553	0.6755651593872591	6785.0
Cre01.g025767	g6249	0.1553803393985935	0.5827528789742462	8587.0
Cre01.g025808	g6248	0.32395993257552	0.7136093861246235	3670.0
Cre01.g025850	g6247	0.143351408977828	0.27968437880281194	2716.0
Cre01.g025900	g6246	0.0698178172995089	0.38855402421506835	1243.0
Cre01.g025950	g6245	0.0721941989703381	0.47350623620883214	4992.0
Cre01.g025983	g6244	0.13828797332268	0.4546018526777367	4050.0
Cre01.g026100	g6242	0.078297893052322	0.8422528063442015	427.0
Cre01.g026150	g6241	0.2168834692825228	0.5864711632547485	3228.0
Cre01.g026200	g6240	0.0568993130810351	0.32328146242336053	452.0
Cre01.g026250	g6239	0.0424141271286909	0.2872441891920793	1912.0
Cre01.g026300	g6238	0.1462811390951361	0.47537295255264456	4935.0
Cre01.g026350	g6237	0.3689504186153151	0.8958226586740075	4217.0
Cre01.g026400	g6236	0.0544951386199046	0.33403628663520524	1173.0
Cre01.g026450	g6235	0.0268308464416196	0.3910980164782849	975.0
Cre01.g026500	g6234	0.1630020559792925	0.5400409751099022	1150.0
Cre01.g026550	g6233	0.0201231583477173	0.20662016693196278	1671.0
Cre01.g026600	g6232	0.0540165882431453	0.3230871870693408	466.0
Cre01.g026650	g6231	0.0568993130810351	0.4912262023641758	902.0
Cre01.g026700	g6230	0.3754136705923541	0.8123982939501921	4525.0
Cre01.g026900	g6227	0.061074421471943	0.27477178657081636	1605.0
Cre01.g027000	g6225	0.020449173274714	0.08116018848017453	527.0
Cre01.g027050	g6224	0.0458966707701897	0.5949229793376958	435.0
Cre01.g027100	g6223	0.017242138668524	0.27076000915299786	515.0
Cre01.g027150	g6222	0.0556401530472326	0.33997064684853445	3535.0
Cre01.g027200	g6219	0.0051858460716243	0.22945163457084847	585.0
Cre01.g027250	g6218	0.0642551881109773	0.39955028735829445	2336.0
Cre01.g027350	g6215	0.1332297589876719	0.3974020461217524	6028.0
Cre01.g027400	g6214	0.1151102008251836	0.5657570561901487	3280.0
Cre01.g027450	g6213	0.0504391702568755	0.33695079807491807	434.0
Cre01.g027500	g6212	0.0750625939177369	0.34841551835862816	316.0
Cre01.g027650	g6209	0.3158763750274607	0.8982773934842556	5496.0
Cre01.g027700	g6208	0.0860978006083661	0.32619535562886054	1320.0
Cre01.g027764	g6204	0.1087319380763272	0.3386413390364518	1994.0
Cre01.g027800	g6203	0.0182587944862055	0.18940606672490606	1374.0
Cre01.g027850	g6202	0.0537598809808326	0.3313745642092795	840.0
Cre01.g027900	g6201	0.018634498939898	0.6430876738884163	501.0
Cre01.g027950	g6200	0.0212539017105628	0.18774471443100899	1804.0
Cre01.g028000	g6199	0.1806688490390707	0.5969192541388411	1564.0
Cre01.g028050	g6197	0.2461569861724419	0.5647556763627182	2127.0
Cre01.g028101	g6196	0.1040975072303658	0.4408399986765892	830.0
Cre01.g028150	g6195	0.0820294178608403	0.5610969862329738	451.0
Cre01.g028200	g6194	0.0184954213664637	0.34087712075203436	1575.0
Cre01.g028250	g6193	0.0951866394147419	0.41821811410848125	1009.0
Cre01.g028300	g6192	0.1704377499501474	0.70248222054229	914.0
Cre01.g028350	g6191	0.0865102356438767	0.4662661624333504	1284.0
Cre01.g028423	g6190	0.0743014301176274	0.3654713447668474	1438.0
Cre01.g028450	g6189	0.0280196948700365	0.2998971394196208	1380.0
Cre01.g028500	g6186	0.0534033347188437	0.30024278145580924	454.0
Cre01.g028550	g6185	0.076071110430079	0.42641647723067344	1107.0
Cre01.g028600	g6184	0.0296701235248747	0.2886343656790715	847.0
Cre01.g028850	g6183	0.1358541184086788	0.48754769581772506	518.0
Cre01.g028900	g6182	0.12413582885818	0.3878288094381255	724.0
Cre01.g028950	g6181	0.1613995442181205	0.5140688508495262	463.0
Cre01.g029000	g6180	0.1140846904923207	0.44450748764723325	734.0
Cre01.g029050	g6179	0.015970185150555	0.24932997981995592	691.0
Cre01.g029100	g6178	0.023849386269704	0.46968970929743614	641.0
Cre01.g029150	g6177	0.0260572113329047	0.3648256279813735	1271.0
Cre01.g029200	g6176	0.1638846678187688	0.734903416545284	6811.0
Cre01.g029250	g6175	0.0837664944960362	0.4305658654079677	922.0
Cre01.g029300	g6174	0.0770388796462407	0.6204728952604004	834.0
Cre01.g029350	g6173	0.0429172396570906	0.30218475092694713	2788.0
Cre01.g029400	g6172	0.1283662503328717	0.47565990930134155	8181.0
Cre01.g029450	g6171	0.0406798267027475	0.30624475529189754	1970.0
Cre01.g029500	g6170	0.1111858438091094	0.5436543396097733	4202.0
Cre01.g029550	g6169	0.1098827439699703	0.5903284783531944	3464.0
Cre01.g029600	g6168	0.1090351743368484	0.4293893945784979	1451.0
Cre01.g029650	g6167	0.040266378835129	0.2775943062471417	2764.0
Cre01.g029750	g6165	0.033276435931072	0.35272968516799	3880.0
Cre01.g029800	g6164	0.066504725219467	0.6147561049538101	2805.0
Cre01.g029850	g6163	0.0164841800390814	0.38909534506137555	1397.0
Cre01.g029900	g6162	0.093411456909096	0.44744929440261183	4483.0
Cre01.g029950	g6161	0.1317906545719519	0.812709005556463	1871.0
Cre01.g030000	g6160	0.2936267257340228	0.804540656051526	2731.0
Cre01.g030050	g6159	0.0240984586370949	0.15189319808360557	371.0
Cre01.g030100	g6142	0.5843645174279962	1.230075519008232	2514.0
Cre01.g030150	g6158	0.107175015198118	0.5668405973906419	2391.0
Cre01.g030200	g6157	0.0607267969002503	0.4598283546648066	1264.0
Cre01.g030250	g6156	0.0272344597054783	0.5186764862001717	1034.0
Cre01.g030300	g6155	0.061609801040021	0.43152310867767135	1131.0
Cre01.g030350	g6154	0.0398765009105086	0.688592934716862	467.0
Cre01.g030400	g6153	0.1714686419533399	0.7545604270678488	2318.0
Cre01.g030450	g6152	0.139968440155272	0.5649498314515098	5474.0
Cre01.g030500	g6151	0.0285924572562895	0.3669148837885567	3413.0
Cre01.g030550	g6150	0.0460797489251286	0.4517791169407588	1357.0
Cre01.g030600	g6149	0.1417969295456992	0.6333798838124499	4215.0
Cre01.g030700	g6147	0.1228038016837808	0.6087783822841751	4247.0
Cre01.g030750	g6146	0.1703397747703869	0.7693665968523483	4823.0
Cre01.g030800	g6145	0.011596674796771	0.250716622230202	1302.0
Cre01.g030850	g6144	0.0060484198775478	0.2384002865926338	752.0
Cre01.g030900	g6141	0.1817055246845894	0.7070564384709934	1895.0
Cre01.g030950	g6140	0.0535379378083458	0.6157354140523725	525.0
Cre01.g031004	g6139	0.0595605855289575	0.3527051784073896	2294.0
Cre01.g031050	g6138	0.0134825318197378	0.2992722144946296	3525.0
Cre01.g031100	g6137	0.0937655272174605	0.40553936553310005	934.0
Cre01.g031200	g6136	0.0151520304881395	0.4408399986765892	292.0
Cre01.g031250	g6135	0.0210392477610748	0.5653288517822852	371.0
Cre01.g031300	g6134	0.1217284943157739	0.46826208754723336	4495.0
Cre01.g031450	g6132	0.1267733943654167	0.48909315091002603	1781.0
Cre01.g031500	g6131	0.0474374201361249	0.30317347624442703	2002.0
Cre01.g031550	g6130	0.1665345428616066	0.3745363776792668	1082.0
Cre01.g031600	g6129	0.032613833954804	0.5876484315211606	287.0
Cre01.g031650	g6128	0.1652281436537593	0.650108005958089	1170.0
Cre01.g031750	g6127	0.0629111129855266	0.37996416509475983	1780.0
Cre01.g031800	g6126	0.2499425998254288	0.617801531061506	3261.0
Cre01.g031850	g6124	0.1710645000351373	0.7494705655996845	1090.0
Cre01.g031900	g6123	0.0665478902913184	0.32217199476541875	2227.0
Cre01.g031951	g6122	0.4016081815816809	1.0515296233209956	7440.0
Cre01.g032000	g6121	0.047961543450205	0.5935044050543694	714.0
Cre01.g032050	g6120	0.0227290121214966	0.16044517215696424	1001.0
Cre01.g032100	g6119	0.050532454805965	0.5525159916324252	1301.0
Cre01.g032150	g6118	0.021869955449034	0.24631792757878843	2664.0
Cre01.g032200	g6116	0.1891690728346679	0.6626256817883731	6315.0
Cre01.g032250	g6115	0.0463075171239312	0.4213161196381291	1412.0
Cre01.g032300	g6114	0.0092096322225462	0.22022775213914553	657.0
Cre01.g032350	g6113	0.1047274777072532	0.44367554080651866	1033.0
Cre01.g032400	g6112	0.0611363319631658	0.3417952071667895	2413.0
Cre01.g032450	g6111	0.0792049794098196	0.42780952272454953	3749.0
Cre01.g032500	g6110	0.0353384422328023	0.47399456805496115	1479.0
Cre01.g032550	g6108	0.13067601430352	0.5479098333145738	5903.0
Cre01.g032600	g6107	0.0340356907147387	0.29593178123167213	1665.0
Cre01.g032650	g6106	0.0338458605150803	0.4217306847008506	1056.0
Cre01.g032700	g6105	0.0253402481830374	0.3508561790117249	925.0
Cre01.g032750	g6104	0.0693962025037807	0.7270504178910777	536.0
Cre01.g032800	g6103	0.0821307090571899	0.5466489473715183	2122.0
Cre01.g032850	g6098	0.148692301257886	0.5565270497139818	4287.0
Cre01.g032900	g11624	0.2085549100088581	0.2573210830362797	1105.0
Cre01.g033000	g6099	0.0983974346371767	0.40011846280527774	4450.0
Cre01.g033091	g6101	0.1241371654004027	0.3824759930852385	5747.0
Cre01.g033150	g6102	0.0702155897829776	0.43671344081110175	837.0
Cre01.g033200	g6097	0.2792002790239264	0.6519124095711374	1453.0
Cre01.g033250	g6096	0.1869149904765127	0.497124042600922	2340.0
Cre01.g033300	g6095	0.0839782073193134	0.3018831721580496	874.0
Cre01.g033350	g6094	0.0352413820769393	0.30901043999030237	1865.0
Cre01.g033400	g6093	0.0146346106676862	0.24540968340631217	312.0
Cre01.g033516	g6092	0.2252717682207675	0.9185726804962575	1211.0
Cre01.g033550	g4181	0.0739514826034046	0.2326161962278796	761.0
Cre01.g033700	g6091	0.0924970211827048	0.43836984411763497	2108.0
Cre01.g033832	g4180	0.0731626562329117	0.4101339558935688	1825.0
Cre01.g033950	g4177	0.2144605999796794	0.6642677185690786	1623.0
Cre01.g034000	g4176	0.0185768010843066	0.1416753959189978	2650.0
Cre01.g034050	g4175	0.0243507078617043	0.28235817842618405	1218.0
Cre01.g034100	g4174	0.1657703613058741	0.434415976532397	3728.0
Cre01.g034150	g4173	0.0993730806175474	0.3624879258014117	6694.0
Cre01.g034200	g4172	0.1694549494207444	0.5593961123891338	5243.0
Cre01.g034250	g4171	0.0400094855289695	0.4769915750399977	223.0
Cre01.g034300	g4170	0.1888638454122309	0.7036035577170853	2616.0
Cre01.g034350	g4169	0.1862961664964091	0.6669365406797956	3719.0
Cre01.g034380	g4168	0.1664537909966942	0.5686483992008682	2064.0
Cre01.g034400	g4167	0.0324603812688468	0.20875732550161902	1094.0
Cre01.g034451	g4166	0.0430998284011935	0.5184650361802691	876.0
Cre01.g034500	g4163	0.1213655327928429	0.48523885409758716	13123.0
Cre01.g034550	g4162	0.0298250033460595	0.5544287158201592	523.0
Cre01.g034600	g4161	0.1217511264307468	0.49623184653378616	5280.0
Cre01.g034650	g4160	0.0741678484073552	0.48442584317616166	3100.0
Cre01.g034700	g4159	0.1949746864885647	0.8982773934842556	1858.0
Cre01.g034750	g4158	0.2321606499379651	0.6379466044565701	1881.0
Cre01.g034800	g4157	0.0792711809272816	0.35828251123611987	1544.0
Cre01.g034850	g4156	0.2479877882290388	0.6317373975277495	2525.0
Cre01.g034900	g4155	0.138022629430517	0.6395829946138718	2341.0
Cre01.g034950	g4154	0.0105338810272857	0.20330843804980925	2182.0
Cre01.g035000	g4153	0.0314841610039958	0.2844813220945771	1492.0
Cre01.g035100	g4152	0.0709709983838964	0.4324365494169421	965.0
Cre01.g035150	g4151	0.1073256327305049	0.656601553015425	1121.0
Cre01.g035200	g4150	0.1346260527466342	0.4151964751153796	1244.0
Cre01.g035250	g4149	0.0664897940893043	0.4159561996536002	1642.0
Cre01.g035300	g4148	0.1106775936172278	0.4949174691025971	1064.0
Cre01.g035350	g4147	0.1813042509348874	0.6483492480071769	1045.0
Cre01.g035450	g4145	0.041374785981531	0.4205684943856499	721.0
Cre01.g035500	g4144	0.0807649315540302	0.4516315517656639	3376.0
Cre01.g035550	g4140	0.1793164933307119	0.6019735600512252	1584.0
Cre01.g035600	g4139	0.1690685979085955	0.46230288383826057	1638.0
Cre01.g035650	g4138	0.1321832024746216	0.5649824794489685	2145.0
Cre01.g035700	g4137	0.1143627213938981	0.7194672128328519	2429.0
Cre01.g035750	g4136	0.1710210185052636	0.6382738652886417	2058.0
Cre01.g035800	g4133	0.0720879129104681	0.3979711882966279	1587.0
Cre01.g035850	g4132	0.0282071838809951	0.26766083118931505	3151.0
Cre01.g035950	g4130	0.1003410249006046	0.4661532361363666	3995.0
Cre01.g036000	g4129	0.1033000817002841	0.5425123383085242	2542.0
Cre01.g036050	g4128	0.0959551887883706	0.45938808461987723	2915.0
Cre01.g036100	g4127	0.1181121791273009	0.6756751314342778	6111.0
Cre01.g036150	g4126	0.0828700171692862	0.5037406368749283	2485.0
Cre01.g036200	g4125	0.036516252270127	0.3216875768574107	1518.0
Cre01.g036350	g4124	0.1282146218903961	0.5218630568368681	3522.0
Cre01.g036400	g4123	0.0302460340402288	0.44504758334466427	759.0
Cre01.g036451	g4122	0.1269074412409346	0.5836052950450034	917.0
Cre01.g036500	g4121	0.1065941632316918	0.6222571942780382	1484.0
Cre01.g036550	g4120	0.0388688008984395	0.2481406832377423	407.0
Cre01.g036600	g4119	0.0902272399431725	0.4278150693028653	2077.0
Cre01.g036650	g4118	0.2268561679160771	0.7028288300770702	2159.0
Cre01.g036700	g4117	0.1553775853098045	0.6059741206581006	2240.0
