CINC	CREN	CSCH	MALA	JG05
	Cre16.g691103			JG24_g18448
	Cre16.g691150			JG24_g19408
	Cre16.g691200			JG24_g19409
	Cre16.g691215			JG24_g18450
	Cre16.g691327			JG24_g18451
	Cre16.g691350			JG24_g4124
	Cre16.g691351			JG24_g19412
	Cre16.g691353			JG24_g19410
	Cre16.g691440			JG24_g18452
	Cre16.g691450			JG24_g19413
	Cre16.g691500			JG24_g19419
	Cre16.g691550			JG24_g19308
	Cre16.g691552			JG24_g18453
	Cre16.g691750			JG24_g19421
	Cre16.g691754			JG24_g2715
	Cre16.g691755			JG24_g2717
	Cre16.g691776			JG24_g18454
	Cre16.g691800			JG24_g19422
	Cre16.g691850			JG24_g19423
	Cre16.g691888			JG24_g18455
	Cre16.g691900			JG24_g19424
	Cre16.g691950			JG24_g19425
	Cre16.g692000			JG24_g19427
	Cre16.g692004			JG24_g18456
	Cre16.g692050			JG24_g19428
	Cre16.g692100			JG24_g19429
	Cre16.g692116			JG24_g18457
	Cre16.g692150			JG24_g19430
	Cre16.g692200			JG24_g18059
	Cre16.g692228			JG24_g18458
	Cre16.g692250			JG24_g18058
	Cre16.g692300			JG24_g18057
	Cre16.g692350			JG24_g18054
	Cre16.g692400			JG24_g18052
	Cre16.g692450			JG24_g18051
	Cre16.g692500			JG24_g18050
	Cre16.g692550			JG24_g18049
	Cre16.g692585			JG24_g18047
	Cre16.g692600			JG24_g18045
	Cre16.g692650			JG24_g18043
	Cre16.g692750			JG24_g18040
	Cre16.g692751			JG24_g18042
	Cre16.g692800			JG24_g18039
	Cre16.g692901			JG24_g18036
	Cre16.g692902			JG24_g18038
	Cre16.g693200			JG24_g18025
	Cre16.g693202			JG24_g18026
	Cre16.g693203			JG24_g18029
	Cre16.g693204			JG24_g18031
	Cre16.g693250			JG24_g18033
	Cre16.g693300			JG24_g18022
	Cre16.g693400			JG24_g18020
	Cre16.g693450			JG24_g18019
	Cre16.g693500			JG24_g18018
	Cre16.g693600			JG24_g18015
	Cre16.g693601			JG24_g18016
	Cre16.g693650			JG24_g18014
	Cre16.g693700			JG24_g18013
	Cre16.g693750			JG24_g18012
	Cre16.g693800			JG24_g18011
	Cre16.g693819			JG24_g18010
	Cre16.g693900			JG24_g18009
	Cre16.g693950			JG24_g18008
	Cre16.g694000			JG24_g18004
	Cre16.g694200			JG24_g17995
	Cre16.g694202			JG24_g17996
	Cre16.g694203			JG24_g17998
	Cre16.g694204			JG24_g17999
	Cre16.g694206			JG24_g18001
	Cre16.g694207			JG24_g18002
	Cre16.g694208			JG24_g18003
	Cre16.g694250			JG24_g17994
	Cre16.g694300			JG24_g17993
	Cre16.g694400			JG24_g17991
	Cre16.g694402			JG24_g17992
	Cre16.g694450			JG24_g17990
	Cre16.g694500			JG24_g17989
	Cre16.g694550			JG24_g17988
	Cre16.g694700			JG24_g17985
	Cre16.g694703			JG24_g17986
	Cre16.g694704			JG24_g17987
	Cre16.g694750			JG24_g17984
	Cre16.g694800			JG24_g17983
	Cre16.g694809			JG24_g17982
	Cre16.g694850			JG24_g17981
	Cre16.g694950			JG24_g5741
	Cre16.g695050			JG24_g17978
	Cre16.g695100			JG24_g17977
	Cre16.g695218			JG24_g17976
	Cre16.g695300			JG24_g17974
	Cre16.g695400			JG24_g17966
	Cre16.g695450			JG24_g17965
	Cre16.g695500			JG24_g17964
	Cre16.g695550			JG24_g17963
	Cre16.g695600			JG24_g17957
	Cre16.g695650			JG24_g17952
	Cre16.g695700			JG24_g17951
	Cre16.g695800			JG24_g17950
	Cre16.g695850			JG24_g17948
	Cre16.g695851			JG24_g17949
	Cre16.g695900			JG24_g17947
	Cre16.g695950			JG24_g17946
	Cre16.g696000			JG24_g17945
	Cre16.g696050			JG24_g17944
	Cre16.g801869			JG24_g18021
	Cre16.g801871			JG24_g18030
	Cre16.g801875			JG24_g2716
	Cre16.g801876			JG24_g2721
	Cre16.g801882			JG24_g19400
	Cre16.g801884			JG24_g19393
	Cre16.g801885			JG24_g19392
	Cre16.g801886			JG24_g19383
	Cre16.g801890			JG24_g14315
	Cre16.g801897			JG24_g149
	Cre16.g801898			JG24_g150
	Cre16.g801899			JG24_g151
	Cre16.g801900			JG24_g152
	Cre16.g801904			JG24_g155
	Cre16.g801906			JG24_g162
	Cre16.g801909			JG24_g170
	Cre16.g801913			JG24_g203
	Cre16.g801914			JG24_g204
	Cre16.g801917			JG24_g214
	Cre16.g801920			JG24_g251
	Cre16.g801921			JG24_g258
	Cre16.g801955			JG24_g465
	Cre16.g801958			JG24_g511
	Cre16.g801970			JG24_g677
	Cre16.g801981			JG24_g5200
	Cre16.g801983			JG24_g761
	Cre16.g801984			JG24_g763
	Cre16.g801985			JG24_g780
	Cre16.g801987			JG24_g815
	Cre16.g801995			JG24_g16917
	Cre16.g801996			JG24_g897
	Cre16.g802008			JG24_g18326
	Cre16.g802015			JG24_g18410
	Cre16.g802017			JG24_g18449
	Cre17.g696200			JG24_g6559
	Cre17.g696250			JG24_g14466
	Cre17.g696300			JG24_g14465
	Cre17.g696350			JG24_g14464
	Cre17.g696400			JG24_g14463
	Cre17.g696450			JG24_g14462
	Cre17.g696500			JG24_g14461
	Cre17.g696550			JG24_g14460
	Cre17.g696600			JG24_g14459
	Cre17.g696650			JG24_g14458
	Cre17.g696700			JG24_g14457
	Cre17.g696750			JG24_g14456
	Cre17.g696800			JG24_g14455
	Cre17.g696850			JG24_g14454
	Cre17.g696950			JG24_g14452
	Cre17.g697000			JG24_g14451
	Cre17.g697050			JG24_g14450
	Cre17.g697150			JG24_g14445
	Cre17.g697200			JG24_g14444
	Cre17.g697300			JG24_g14441
	Cre17.g697334			JG24_g14438
	Cre17.g697350			JG24_g14437
	Cre17.g697406			JG24_g14435
	Cre17.g697450			JG24_g14434
	Cre17.g697500			JG24_g14433
	Cre17.g697550			JG24_g15286
	Cre17.g697600			JG24_g14432
	Cre17.g697624			JG24_g14431
	Cre17.g697650			JG24_g14430
	Cre17.g697934			JG24_g14425
	Cre17.g697950			JG24_g14424
	Cre17.g698000			JG24_g14422
	Cre17.g698100			JG24_g14421
	Cre17.g698150			JG24_g14420
	Cre17.g698200			JG24_g14419
	Cre17.g698233			JG24_g14415
	Cre17.g698266			JG24_g14414
	Cre17.g698365			JG24_g14413
	Cre17.g698400			JG24_g14412
	Cre17.g698450			JG24_g14411
	Cre17.g698550			JG24_g14410
	Cre17.g698600			JG24_g14409
	Cre17.g698650			JG24_g8311
	Cre17.g698683			JG24_g8310
	Cre17.g698700			JG24_g8309
	Cre17.g698750			JG24_g8307
	Cre17.g698800			JG24_g8305
	Cre17.g698850			JG24_g8304
	Cre17.g698903			JG24_g8303
	Cre17.g698950			JG24_g8299
	Cre17.g699000			JG24_g8298
	Cre17.g699050			JG24_g8297
	Cre17.g699100			JG24_g8296
	Cre17.g699150			JG24_g8295
	Cre17.g699200			JG24_g8294
	Cre17.g699250			JG24_g8293
	Cre17.g699300			JG24_g8292
	Cre17.g699350			JG24_g8291
	Cre17.g699500			JG24_g8290
	Cre17.g699550			JG24_g8288
	Cre17.g699600			JG24_g8287
	Cre17.g699650			JG24_g8286
	Cre17.g699700			JG24_g8284
	Cre17.g699750			JG24_g8283
	Cre17.g699800			JG24_g8282
	Cre17.g699850			JG24_g8281
	Cre17.g699900			JG24_g8280
	Cre17.g699950			JG24_g8279
	Cre17.g699975			JG24_g8278
	Cre17.g700050			JG24_g8276
	Cre17.g700100			JG24_g8275
	Cre17.g700133			JG24_g8274
	Cre17.g700166			JG24_g8273
	Cre17.g700200			JG24_g8272
	Cre17.g700250			JG24_g8270
	Cre17.g700300			JG24_g8269
	Cre17.g700450			JG24_g8268
	Cre17.g700500			JG24_g8267
	Cre17.g700550			JG24_g8265
	Cre17.g700700			JG24_g8263
	Cre17.g700750			JG24_g8261
	Cre17.g700850			JG24_g8260
	Cre17.g700900			JG24_g8259
	Cre17.g700950			JG24_g8258
	Cre17.g701000			JG24_g8256
	Cre17.g701050			JG24_g8255
	Cre17.g701100			JG24_g8254
	Cre17.g701150			JG24_g8253
	Cre17.g701200			JG24_g8251
	Cre17.g701250			JG24_g8250
	Cre17.g701300			JG24_g8249
	Cre17.g701350			JG24_g8248
	Cre17.g701450			JG24_g8247
	Cre17.g701500			JG24_g8246
	Cre17.g701600			JG24_g8240
	Cre17.g701650			JG24_g8239
	Cre17.g701700			JG24_g8238
	Cre17.g702150			JG24_g8237
	Cre17.g702200			JG24_g8236
	Cre17.g702250			JG24_g8235
	Cre17.g702300			JG24_g8232
	Cre17.g702351			JG24_g8231
	Cre17.g702400			JG24_g8230
	Cre17.g702451			JG24_g8229
	Cre17.g702500			JG24_g8228
	Cre17.g702550			JG24_g8227
	Cre17.g702600			JG24_g8224
	Cre17.g702650			JG24_g8223
	Cre17.g702700			JG24_g8222
	Cre17.g702750			JG24_g8221
	Cre17.g702800			JG24_g8220
	Cre17.g702850			JG24_g8218
	Cre17.g702950			JG24_g8216
	Cre17.g703050			JG24_g8215
	Cre17.g703176			JG24_g8214
	Cre17.g703200			JG24_g8213
	Cre17.g703250			JG24_g8212
	Cre17.g703400			JG24_g8210
	Cre17.g703450			JG24_g8209
	Cre17.g703550			JG24_g8208
	Cre17.g703600			JG24_g8207
	Cre17.g703700			JG24_g8206
	Cre17.g703750			JG24_g8205
	Cre17.g703800			JG24_g8204
	Cre17.g703850			JG24_g8202
	Cre17.g703900			JG24_g8201
	Cre17.g703950			JG24_g8200
	Cre17.g704000			JG24_g8199
	Cre17.g704050			JG24_g8198
	Cre17.g704100			JG24_g8197
	Cre17.g704150			JG24_g8196
	Cre17.g704300			JG24_g8194
	Cre17.g704350			JG24_g8193
	Cre17.g704400			JG24_g8192
	Cre17.g704450			JG24_g8191
	Cre17.g704500			JG24_g8190
	Cre17.g704550			JG24_g8186
	Cre17.g704600			JG24_g8187
	Cre17.g704650			JG24_g8188
	Cre17.g704700			JG24_g8183
	Cre17.g704850			JG24_g8181
	Cre17.g704901			JG24_g8180
	Cre17.g704950			JG24_g8179
	Cre17.g705000			JG24_g8178
	Cre17.g705050			JG24_g8177
	Cre17.g705100			JG24_g8176
	Cre17.g705150			JG24_g8175
	Cre17.g705200			JG24_g8174
	Cre17.g705250			JG24_g8173
	Cre17.g705300			JG24_g8172
	Cre17.g705350			JG24_g8171
	Cre17.g705400			JG24_g8170
	Cre17.g705450			JG24_g8169
	Cre17.g705500			JG24_g8168
	Cre17.g705550			JG24_g8167
	Cre17.g705600			JG24_g8166
	Cre17.g705650			JG24_g8165
	Cre17.g705700			JG24_g8164
	Cre17.g705836			JG24_g8153
	Cre17.g705850			JG24_g8152
	Cre17.g705900			JG24_g8151
	Cre17.g705950			JG24_g8150
	Cre17.g706000			JG24_g8149
	Cre17.g706050			JG24_g8148
	Cre17.g706150			JG24_g8147
	Cre17.g706200			JG24_g8146
	Cre17.g706300			JG24_g8144
	Cre17.g706350			JG24_g8142
	Cre17.g706400			JG24_g8141
	Cre17.g706450			JG24_g8140
	Cre17.g706500			JG24_g8137
	Cre17.g706550			JG24_g8136
	Cre17.g706600			JG24_g8135
	Cre17.g706650			JG24_g8134
	Cre17.g706800			JG24_g8132
	Cre17.g706850			JG24_g8131
	Cre17.g706900			JG24_g8130
	Cre17.g706950			JG24_g8129
	Cre17.g707050			JG24_g8128
	Cre17.g707100			JG24_g8126
	Cre17.g707200			JG24_g8124
	Cre17.g707300			JG24_g8119
	Cre17.g707350			JG24_g8118
	Cre17.g707400			JG24_g8117
	Cre17.g707500			JG24_g8116
	Cre17.g707551			JG24_g8115
	Cre17.g707600			JG24_g8112
	Cre17.g707650			JG24_g8111
	Cre17.g707700			JG24_g8110
	Cre17.g707750			JG24_g8109
	Cre17.g707800			JG24_g8108
	Cre17.g707900			JG24_g8105
	Cre17.g707950			JG24_g8104
	Cre17.g708000			JG24_g8103
	Cre17.g708050			JG24_g8102
	Cre17.g708100			JG24_g8101
	Cre17.g708250			JG24_g8091
	Cre17.g708300			JG24_g8092
	Cre17.g708350			JG24_g8093
	Cre17.g708400			JG24_g8094
	Cre17.g708450			JG24_g8095
	Cre17.g708500			JG24_g8096
	Cre17.g708750			JG24_g8089
	Cre17.g708800			JG24_g8088
	Cre17.g708850			JG24_g8087
	Cre17.g708950			JG24_g8084
	Cre17.g709000			JG24_g8083
	Cre17.g709250			JG24_g8077
	Cre17.g709300			JG24_g8076
	Cre17.g709350			JG24_g8075
	Cre17.g709400			JG24_g8074
	Cre17.g709450			JG24_g4691
	Cre17.g709500			JG24_g4692
	Cre17.g709550			JG24_g4693
	Cre17.g709600			JG24_g4695
	Cre17.g709700			JG24_g4697
	Cre17.g709750			JG24_g4698
	Cre17.g709800			JG24_g4699
	Cre17.g709850			JG24_g4700
	Cre17.g709900			JG24_g4703
	Cre17.g709950			JG24_g4702
	Cre17.g710000			JG24_g4701
	Cre17.g710050			JG24_g4704
	Cre17.g710100			JG24_g4705
	Cre17.g710150			JG24_g4706
	Cre17.g710200			JG24_g4707
	Cre17.g710300			JG24_g4708
	Cre17.g710351			JG24_g4710
	Cre17.g710600			JG24_g4715
	Cre17.g710650			JG24_g4716
	Cre17.g710700			JG24_g4717
	Cre17.g710750			JG24_g4718
	Cre17.g710800			JG24_g4719
	Cre17.g710850			JG24_g4720
	Cre17.g711000			JG24_g4721
	Cre17.g711050			JG24_g4724
	Cre17.g711100			JG24_g4725
	Cre17.g711150			JG24_g4726
	Cre17.g711200			JG24_g4727
	Cre17.g711250			JG24_g4730
	Cre17.g711300			JG24_g4731
	Cre17.g711401			JG24_g4732
	Cre17.g711450			JG24_g4734
	Cre17.g711550			JG24_g4735
	Cre17.g711600			JG24_g7073
	Cre17.g711650			JG24_g4736
	Cre17.g711900			JG24_g4742
	Cre17.g711950			JG24_g4745
	Cre17.g712000			JG24_g4746
	Cre17.g712050			JG24_g4747
	Cre17.g712100			JG24_g4748
	Cre17.g712200			JG24_g4749
	Cre17.g712250			JG24_g11618
	Cre17.g712300			JG24_g4750
	Cre17.g712350			JG24_g4751
	Cre17.g712400			JG24_g4752
	Cre17.g712450			JG24_g4753
	Cre17.g712500			JG24_g4754
	Cre17.g712700			JG24_g18981
	Cre17.g712850			JG24_g4755
	Cre17.g712900			JG24_g4756
	Cre17.g712950			JG24_g4757
	Cre17.g713000			JG24_g4758
	Cre17.g713025			JG24_g4759
	Cre17.g713100			JG24_g4760
	Cre17.g713150			JG24_g4761
	Cre17.g713350			JG24_g4764
	Cre17.g713600			JG24_g4780
	Cre17.g713650			JG24_g4777
	Cre17.g713674			JG24_g4776
	Cre17.g713700			JG24_g4775
	Cre17.g713800			JG24_g4774
	Cre17.g713850			JG24_g4772
	Cre17.g713900			JG24_g4771
	Cre17.g714050			JG24_g2697
	Cre17.g714229			JG24_g4793
	Cre17.g714250			JG24_g4794
	Cre17.g714300			JG24_g4795
	Cre17.g714350			JG24_g4796
	Cre17.g714400			JG24_g4797
	Cre17.g714450			JG24_g4792
	Cre17.g714700			JG24_g4802
	Cre17.g714750			JG24_g4803
	Cre17.g714800			JG24_g4805
	Cre17.g714900			JG24_g4806
	Cre17.g714950			JG24_g4807
	Cre17.g715000			JG24_g4808
	Cre17.g715050			JG24_g4809
	Cre17.g715100			JG24_g4810
	Cre17.g715150			JG24_g4811
	Cre17.g715200			JG24_g4812
	Cre17.g715250			JG24_g4813
	Cre17.g715300			JG24_g4814
	Cre17.g715350			JG24_g4815
	Cre17.g715400			JG24_g4816
	Cre17.g715500			JG24_g4817
	Cre17.g715550			JG24_g4818
	Cre17.g715600			JG24_g4819
	Cre17.g715653			JG24_g4821
	Cre17.g715700			JG24_g4822
	Cre17.g715750			JG24_g4823
	Cre17.g715800			JG24_g4824
	Cre17.g715801			JG24_g4825
	Cre17.g715850			JG24_g4826
	Cre17.g715900			JG24_g4827
	Cre17.g715950			JG24_g4828
	Cre17.g716000			JG24_g4829
	Cre17.g716050			JG24_g4831
	Cre17.g716101			JG24_g4832
	Cre17.g716200			JG24_g4837
	Cre17.g716350			JG24_g4834
	Cre17.g716400			JG24_g4835
	Cre17.g716450			JG24_g4836
	Cre17.g716500			JG24_g18253
	Cre17.g716600			JG24_g10744
	Cre17.g716650			JG24_g4840
	Cre17.g716700			JG24_g4842
	Cre17.g716750			JG24_g4843
	Cre17.g716850			JG24_g4845
	Cre17.g716900			JG24_g7594
	Cre17.g716950			JG24_g17479
	Cre17.g717050			JG24_g4846
	Cre17.g717150			JG24_g4847
	Cre17.g717200			JG24_g4848
	Cre17.g717250			JG24_g4849
	Cre17.g717300			JG24_g4850
	Cre17.g717350			JG24_g4851
	Cre17.g717700			JG24_g4852
	Cre17.g717750			JG24_g4853
	Cre17.g717800			JG24_g4854
	Cre17.g717850			JG24_g4855
	Cre17.g717900			JG24_g4856
	Cre17.g717950			JG24_g4857
	Cre17.g718000			JG24_g4858
	Cre17.g718050			JG24_g4859
	Cre17.g718100			JG24_g4860
	Cre17.g718150			JG24_g4861
	Cre17.g718185			JG24_g4863
	Cre17.g718200			JG24_g4864
	Cre17.g718250			JG24_g4865
	Cre17.g718300			JG24_g4866
	Cre17.g718350			JG24_g4867
	Cre17.g718400			JG24_g4868
	Cre17.g718450			JG24_g4869
	Cre17.g718468			JG24_g4870
	Cre17.g718500			JG24_g4871
	Cre17.g718550			JG24_g4872
	Cre17.g718600			JG24_g4873
	Cre17.g718650			JG24_g4874
	Cre17.g718700			JG24_g4875
	Cre17.g718750			JG24_g4876
	Cre17.g718800			JG24_g4877
	Cre17.g718850			JG24_g4878
	Cre17.g718900			JG24_g4879
	Cre17.g718950			JG24_g4880
	Cre17.g719000			JG24_g4881
	Cre17.g719050			JG24_g4882
	Cre17.g719200			JG24_g4885
	Cre17.g719250			JG24_g4886
	Cre17.g719400			JG24_g4889
	Cre17.g719450			JG24_g4890
	Cre17.g719500			JG24_g4891
	Cre17.g719550			JG24_g4894
	Cre17.g719600			JG24_g4895
	Cre17.g719750			JG24_g9600
	Cre17.g719771			JG24_g4896
	Cre17.g719900			JG24_g4897
	Cre17.g719950			JG24_g4898
	Cre17.g720000			JG24_g4899
	Cre17.g720050			JG24_g4900
	Cre17.g720100			JG24_g4901
	Cre17.g720150			JG24_g4902
	Cre17.g720183			JG24_g4903
	Cre17.g720250			JG24_g4904
	Cre17.g720261			JG24_g4905
	Cre17.g720300			JG24_g4906
	Cre17.g720350			JG24_g4907
	Cre17.g720400			JG24_g4908
	Cre17.g720450			JG24_g4909
	Cre17.g720500			JG24_g4910
	Cre17.g720528			JG24_g4911
	Cre17.g720550			JG24_g4912
	Cre17.g720600			JG24_g4913
	Cre17.g720700			JG24_g4914
	Cre17.g720750			JG24_g4915
	Cre17.g720800			JG24_g4916
	Cre17.g720900			JG24_g4917
	Cre17.g720950			JG24_g4918
	Cre17.g721000			JG24_g4921
	Cre17.g721150			JG24_g4922
	Cre17.g721200			JG24_g4923
	Cre17.g721250			JG24_g4924
	Cre17.g721300			JG24_g4925
	Cre17.g721350			JG24_g4926
	Cre17.g721400			JG24_g4927
	Cre17.g721450			JG24_g4928
	Cre17.g721500			JG24_g4929
	Cre17.g721600			JG24_g4932
	Cre17.g721650			JG24_g4933
	Cre17.g721700			JG24_g4934
	Cre17.g721750			JG24_g4935
	Cre17.g721800			JG24_g4937
	Cre17.g721850			JG24_g4938
	Cre17.g721900			JG24_g4939
	Cre17.g721950			JG24_g4940
	Cre17.g722000			JG24_g4941
	Cre17.g722050			JG24_g4942
	Cre17.g722100			JG24_g4943
	Cre17.g722150			JG24_g4944
	Cre17.g722200			JG24_g4945
	Cre17.g722250			JG24_g4946
	Cre17.g722300			JG24_g4947
	Cre17.g722350			JG24_g4948
	Cre17.g722400			JG24_g4949
	Cre17.g722450			JG24_g4951
	Cre17.g722500			JG24_g4952
	Cre17.g722700			JG24_g4953
	Cre17.g722750			JG24_g4954
	Cre17.g722800			JG24_g4955
	Cre17.g722851			JG24_g4956
	Cre17.g722900			JG24_g4957
	Cre17.g722950			JG24_g4958
	Cre17.g723000			JG24_g4959
	Cre17.g723050			JG24_g4960
	Cre17.g723100			JG24_g4961
	Cre17.g723150			JG24_g4962
	Cre17.g723200			JG24_g4963
	Cre17.g723250			JG24_g4964
	Cre17.g723300			JG24_g4965
	Cre17.g723350			JG24_g4966
	Cre17.g723400			JG24_g4967
	Cre17.g723450			JG24_g4968
	Cre17.g723500			JG24_g4969
	Cre17.g723550			JG24_g4970
	Cre17.g723600			JG24_g4971
	Cre17.g723650			JG24_g4972
	Cre17.g723700			JG24_g4973
	Cre17.g723750			JG24_g4974
	Cre17.g723800			JG24_g4975
	Cre17.g723850			JG24_g4976
	Cre17.g723900			JG24_g4977
	Cre17.g723950			JG24_g4978
	Cre17.g724000			JG24_g4979
	Cre17.g724050			JG24_g4980
	Cre17.g724150			JG24_g4983
	Cre17.g724200			JG24_g4984
	Cre17.g724300			JG24_g4985
	Cre17.g724350			JG24_g4986
	Cre17.g724400			JG24_g4987
	Cre17.g724450			JG24_g4988
	Cre17.g724500			JG24_g4989
	Cre17.g724550			JG24_g4990
	Cre17.g724600			JG24_g4991
	Cre17.g724650			JG24_g4992
	Cre17.g724700			JG24_g4993
	Cre17.g724750			JG24_g4995
	Cre17.g724800			JG24_g4996
	Cre17.g724850			JG24_g4997
	Cre17.g724900			JG24_g4999
	Cre17.g724950			JG24_g5000
	Cre17.g725000			JG24_g5001
	Cre17.g725050			JG24_g5003
	Cre17.g725100			JG24_g5004
	Cre17.g725200			JG24_g5006
	Cre17.g725301			JG24_g5007
	Cre17.g725350			JG24_g5008
	Cre17.g725400			JG24_g5009
	Cre17.g725450			JG24_g5010
	Cre17.g725500			JG24_g5011
	Cre17.g725550			JG24_g5012
	Cre17.g725600			JG24_g5015
	Cre17.g725900			JG24_g5018
	Cre17.g725950			JG24_g5019
	Cre17.g726000			JG24_g5022
	Cre17.g726050			JG24_g5021
	Cre17.g726150			JG24_g5023
	Cre17.g726200			JG24_g5024
	Cre17.g726250			JG24_g5025
	Cre17.g726300			JG24_g5026
	Cre17.g726350			JG24_g5027
	Cre17.g726400			JG24_g5028
	Cre17.g726450			JG24_g5029
	Cre17.g726500			JG24_g5030
	Cre17.g726650			JG24_g5032
	Cre17.g726700			JG24_g5033
	Cre17.g726750			JG24_g5034
	Cre17.g726800			JG24_g5035
	Cre17.g726850			JG24_g5036
	Cre17.g726900			JG24_g5037
	Cre17.g726950			JG24_g5038
	Cre17.g726983			JG24_g5039
	Cre17.g727050			JG24_g5041
	Cre17.g727100			JG24_g5042
	Cre17.g727150			JG24_g5043
	Cre17.g727250			JG24_g5044
	Cre17.g727300			JG24_g5045
	Cre17.g727350			JG24_g5047
	Cre17.g727400			JG24_g5048
	Cre17.g727450			JG24_g5049
	Cre17.g727500			JG24_g5050
	Cre17.g727550			JG24_g5051
	Cre17.g727600			JG24_g5052
	Cre17.g727650			JG24_g5053
	Cre17.g727700			JG24_g5054
	Cre17.g727750			JG24_g5056
	Cre17.g727801			JG24_g5058
	Cre17.g727850			JG24_g10131
	Cre17.g727950			JG24_g10133
	Cre17.g728100			JG24_g10134
	Cre17.g728150			JG24_g10135
	Cre17.g728200			JG24_g10136
	Cre17.g728250			JG24_g10139
	Cre17.g728300			JG24_g10140
	Cre17.g728350			JG24_g10141
	Cre17.g728450			JG24_g10143
	Cre17.g728550			JG24_g10148
	Cre17.g728600			JG24_g10149
	Cre17.g728650			JG24_g10150
	Cre17.g728700			JG24_g10152
	Cre17.g728750			JG24_g10154
	Cre17.g728800			JG24_g10155
	Cre17.g728864			JG24_g10156
	Cre17.g728900			JG24_g10157
	Cre17.g728950			JG24_g10158
	Cre17.g728976			JG24_g10159
	Cre17.g729000			JG24_g10160
	Cre17.g729050			JG24_g10161
	Cre17.g729101			JG24_g10162
	Cre17.g729150			JG24_g10163
	Cre17.g729200			JG24_g10164
	Cre17.g729250			JG24_g10165
	Cre17.g729400			JG24_g10166
	Cre17.g729450			JG24_g10167
	Cre17.g729500			JG24_g10168
	Cre17.g729550			JG24_g10169
	Cre17.g729600			JG24_g10170
	Cre17.g729650			JG24_g10171
	Cre17.g729700			JG24_g10172
	Cre17.g729750			JG24_g10173
	Cre17.g729800			JG24_g10174
	Cre17.g729850			JG24_g10175
	Cre17.g729900			JG24_g10176
	Cre17.g729901			JG24_g10177
	Cre17.g729950			JG24_g10178
	Cre17.g730000			JG24_g10179
	Cre17.g730100			JG24_g10181
	Cre17.g730150			JG24_g10182
	Cre17.g730200			JG24_g10183
	Cre17.g730250			JG24_g10184
	Cre17.g730300			JG24_g10185
	Cre17.g730350			JG24_g8516
	Cre17.g730450			JG24_g10186
	Cre17.g730483			JG24_g10187
	Cre17.g730600			JG24_g10191
	Cre17.g730650			JG24_g10193
	Cre17.g730700			JG24_g10194
	Cre17.g730750			JG24_g10195
	Cre17.g730950			JG24_g10199
	Cre17.g731001			JG24_g10200
	Cre17.g731050			JG24_g10202
	Cre17.g731100			JG24_g10203
	Cre17.g731150			JG24_g10204
	Cre17.g731200			JG24_g10205
	Cre17.g731250			JG24_g10206
	Cre17.g731300			JG24_g10207
	Cre17.g731350			JG24_g10208
	Cre17.g731450			JG24_g10211
	Cre17.g731466			JG24_g10212
	Cre17.g731500			JG24_g10213
	Cre17.g731550			JG24_g10214
	Cre17.g731700			JG24_g10218
	Cre17.g731750			JG24_g10219
	Cre17.g731800			JG24_g10220
	Cre17.g731850			JG24_g10221
	Cre17.g731950			JG24_g10223
	Cre17.g732000			JG24_g10224
	Cre17.g732050			JG24_g10225
	Cre17.g732100			JG24_g10226
	Cre17.g732150			JG24_g10227
	Cre17.g732200			JG24_g10228
	Cre17.g732250			JG24_g10229
	Cre17.g732300			JG24_g10230
	Cre17.g732350			JG24_g10231
	Cre17.g732400			JG24_g10232
	Cre17.g732500			JG24_g10233
	Cre17.g732533			JG24_g10234
	Cre17.g732566			JG24_g10236
	Cre17.g732600			JG24_g10237
	Cre17.g732650			JG24_g10238
	Cre17.g732700			JG24_g10239
	Cre17.g732750			JG24_g10242
	Cre17.g732802			JG24_g10243
	Cre17.g732850			JG24_g10244
	Cre17.g732900			JG24_g10245
	Cre17.g732901			JG24_g10246
	Cre17.g733100			JG24_g10247
	Cre17.g733150			JG24_g10248
	Cre17.g733162			JG24_g10249
	Cre17.g733208			JG24_g10250
	Cre17.g733250			JG24_g10251
	Cre17.g733300			JG24_g10252
	Cre17.g733400			JG24_g10257
	Cre17.g734805			JG24_g10259
	Cre17.g734900			JG24_g10261
	Cre17.g734961			JG24_g10263
	Cre17.g735021			JG24_g10266
	Cre17.g735200			JG24_g10267
	Cre17.g735250			JG24_g10270
	Cre17.g735350			JG24_g10271
	Cre17.g735400			JG24_g10274
	Cre17.g735450			JG24_g10275
	Cre17.g735550			JG24_g10277
	Cre17.g735600			JG24_g10278
	Cre17.g735650			JG24_g10279
	Cre17.g735700			JG24_g10280
	Cre17.g735750			JG24_g10281
	Cre17.g735800			JG24_g10282
	Cre17.g735850			JG24_g10283
	Cre17.g735950			JG24_g10289
	Cre17.g736000			JG24_g10290
	Cre17.g736050			JG24_g10291
	Cre17.g736150			JG24_g10294
	Cre17.g736300			JG24_g10296
	Cre17.g736400			JG24_g10303
	Cre17.g736474			JG24_g10305
	Cre17.g736650			JG24_g10311
	Cre17.g736700			JG24_g10312
	Cre17.g736750			JG24_g10313
	Cre17.g736800			JG24_g10315
	Cre17.g736900			JG24_g10317
	Cre17.g736950			JG24_g10318
	Cre17.g737000			JG24_g10319
	Cre17.g737050			JG24_g10320
	Cre17.g737084			JG24_g10321
	Cre17.g737100			JG24_g10322
	Cre17.g737150			JG24_g10323
	Cre17.g737200			JG24_g10324
	Cre17.g737250			JG24_g10325
	Cre17.g737300			JG24_g10326
